order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O103805,C12974,P215902,Home,33.92,0.0,1,COD,2023-11-25,4,West,No,33.92,6.78,2.72,41,Female
O103806,C10867,P233485,Sports,15.02,0.0,1,Debit Card,2024-05-21,4,West,No,15.02,3.43,1.08,27,Male
O103807,C17871,P225545,Sports,41.47,0.0,1,COD,2025-05-21,5,East,No,41.47,4.79,7.65,53,Female
O103808,C12066,P203345,Fashion,89.26,0.15,1,Credit Card,2024-12-05,6,East,No,75.87,6.79,19.76,25,Male
O103809,C10431,P215370,Grocery,5.09,0.05,1,Debit Card,2024-01-27,5,Central,No,4.84,3.18,-2.79,39,Male
O103810,C17852,P246721,Grocery,16.69,0.15,5,UPI,2024-11-12,7,West,No,70.93,5.69,-0.02,49,Female
O103811,C14835,P228231,Beauty,21.29,0.0,4,UPI,2023-11-18,4,West,No,85.16,6.98,31.34,32,Female
O103812,C15469,P241863,Beauty,20.97,0.0,5,Credit Card,2024-07-19,6,East,No,104.85,6.5,40.68,30,Female
O103813,C14278,P209642,Beauty,40.27,0.0,3,Wallet,2024-02-10,4,West,No,120.81,7.41,46.95,66,Male
O103814,C16256,P217839,Home,136.63,0.0,3,UPI,2024-11-26,5,East,No,392.75,8.63,83.88,48,Female
O103815,C11206,P223681,Grocery,3.29,0.0,1,Wallet,2024-05-12,6,West,No,3.29,4.52,-4.26,62,Female
O103816,C12528,P207035,Fashion,17.26,0.15,1,Credit Card,2023-11-27,5,West,No,14.67,3.84,1.29,29,Male
O103817,C11169,P233299,Electronics,305.06,0.1,1,Debit Card,2025-08-09,4,North,No,274.55,9.48,23.47,39,Female
O103818,C10830,P235035,Grocery,25.57,0.1,1,UPI,2024-07-08,4,South,No,23.01,4.64,-2.8,55,Female
O103819,C11651,P249484,Fashion,13.12,0.0,1,Credit Card,2025-05-25,6,South,No,13.12,3.43,1.16,54,Male
O103820,C11136,P223583,Sports,21.12,0.0,1,Debit Card,2025-07-01,6,West,No,21.12,5.22,1.12,47,Female
O103821,C12810,P222105,Fashion,40.84,0.0,3,Wallet,2024-09-09,4,West,No,122.52,8.02,34.86,47,Female
O103822,C10475,P216130,Grocery,3.75,0.15,5,UPI,2025-01-09,5,South,No,15.94,4.46,-3.18,46,Male
O103823,C12810,P213736,Toys,103.4,0.0,1,Credit Card,2024-09-04,4,North,No,103.4,6.6,34.76,43,Male
O103824,C11326,P242281,Grocery,1.06,0.0,1,Credit Card,2024-05-20,3,North,No,1.06,0.72,-0.64,44,Male
O103825,C15066,P213815,Grocery,8.84,0.3,1,Credit Card,2023-12-09,5,Central,No,6.19,1.7,-1.2,62,Male
O103826,C17992,P224396,Electronics,107.65,0.0,1,Credit Card,2024-10-07,4,North,No,107.65,6.61,6.31,24,Male
O103827,C11019,P224312,Home,160.47,0.0,3,Credit Card,2025-07-31,6,East,No,392.75,9.34,83.88,19,Male
O103828,C15237,P212244,Sports,107.8,0.05,1,Debit Card,2025-08-22,7,East,No,102.41,6.95,23.77,42,Other
O103829,C11836,P242668,Toys,34.36,0.0,1,Credit Card,2024-05-10,4,North,No,34.36,7.85,5.89,47,Female
O103830,C14256,P211718,Fashion,45.75,0.0,1,PayPal,2024-09-09,5,West,No,45.75,7.2,8.81,67,Female
O103831,C12448,P216784,Grocery,3.76,0.1,1,PayPal,2025-07-06,6,South,No,3.38,1.65,-1.38,68,Male
O103832,C14293,P230683,Fashion,7.69,0.0,1,Debit Card,2025-05-13,4,North,No,7.69,3.75,-1.06,44,Female
O103833,C11283,P244590,Toys,27.19,0.0,1,UPI,2024-06-08,5,West,No,27.19,3.87,7.01,47,Male
O103834,C10659,P243997,Home,86.32,0.05,2,Credit Card,2025-03-15,7,East,No,164.01,7.98,37.94,50,Male
O103835,C15871,P231428,Home,43.09,0.05,1,Credit Card,2024-04-23,3,North,No,40.94,5.13,6.33,31,Female
O103836,C15166,P236759,Home,48.2,0.0,4,Debit Card,2024-12-30,6,North,No,192.8,7.66,46.32,69,Female
O103837,C12010,P226490,Electronics,102.45,0.15,2,Debit Card,2025-09-07,3,North,No,174.16,8.31,12.59,50,Female
O103838,C10398,P240701,Fashion,21.4,0.05,1,Wallet,2025-03-30,7,East,No,20.33,5.92,1.2,53,Female
O103839,C11733,P247351,Home,216.76,0.0,1,UPI,2024-05-26,7,West,No,216.76,6.89,53.8,30,Female
O103840,C15678,P241001,Home,137.63,0.15,1,PayPal,2023-11-06,4,Central,No,116.99,6.83,25.93,42,Male
O103841,C12125,P245856,Sports,310.35749999999996,0.0,1,Debit Card,2024-04-17,4,North,No,392.75,9.65,83.88,69,Other
O103842,C12171,P216410,Fashion,41.53,0.2,2,COD,2024-12-07,5,South,No,66.45,6.35,16.91,38,Male
O103843,C10074,P235386,Home,107.05,0.15,1,Credit Card,2024-11-13,5,North,No,90.99,6.42,19.06,33,Male
O103844,C16280,P209362,Grocery,3.8,0.0,1,Debit Card,2024-08-16,5,East,Yes,3.8,4.34,-4.04,25,Female
O103845,C14697,P239407,Sports,96.83,0.05,1,UPI,2024-05-18,8,East,No,91.99,6.66,20.94,31,Male
O103846,C13471,P224011,Electronics,310.35749999999996,0.0,1,Debit Card,2024-01-31,4,North,No,354.67,8.95,33.61,29,Male
O103847,C10836,P207042,Toys,6.55,0.1,1,UPI,2023-12-25,5,South,No,5.9,2.5,-0.14,56,Female
O103848,C15624,P225286,Grocery,2.21,0.15,1,Credit Card,2024-03-04,3,Central,No,1.88,3.8,-3.65,47,Female
O103849,C10499,P211391,Grocery,7.06,0.05,1,Credit Card,2025-06-03,5,West,No,6.71,1.05,-0.51,51,Male
O103850,C15692,P226999,Toys,5.71,0.05,2,UPI,2025-09-11,3,North,No,10.85,2.95,1.39,53,Female
O103851,C10137,P202018,Beauty,20.14,0.0,1,Debit Card,2024-08-19,4,North,No,20.14,5.65,3.41,32,Male
O103852,C12097,P212952,Fashion,41.72,0.15,1,UPI,2024-01-10,4,Central,No,35.46,5.45,6.96,43,Male
O103853,C15890,P216240,Sports,102.13,0.05,1,UPI,2024-10-04,5,South,No,97.02,5.77,23.34,32,Male
O103854,C15068,P221262,Sports,100.8,0.0,1,UPI,2023-11-20,4,South,No,100.8,6.91,23.33,66,Male
O103855,C15738,P219282,Fashion,60.24,0.05,1,PayPal,2024-11-07,6,East,No,57.23,6.03,14.0,47,Female
O103856,C13696,P222459,Fashion,17.88,0.0,1,Credit Card,2024-06-21,6,West,No,17.88,6.13,0.13,40,Male
O103857,C11885,P234815,Home,182.81,0.0,1,Debit Card,2024-05-16,6,North,No,182.81,5.9,45.29,61,Male
O103858,C16397,P217942,Sports,83.17,0.3,1,COD,2023-10-09,4,South,No,58.22,5.09,12.38,46,Other
O103859,C17797,P201722,Fashion,33.27,0.15,1,COD,2024-01-15,5,West,No,28.28,5.32,4.58,40,Male
O103860,C16124,P236820,Beauty,28.57,0.05,1,Credit Card,2025-07-13,6,North,No,27.14,3.46,8.75,19,Male
O103861,C12757,P201651,Grocery,10.16,0.05,1,Debit Card,2023-10-20,5,South,No,9.65,3.27,-2.5,47,Female
O103862,C13920,P221606,Fashion,41.67,0.0,3,COD,2025-01-26,6,South,No,125.01,5.75,38.0,19,Male
O103863,C11900,P234546,Grocery,1.31,0.0,1,PayPal,2024-04-24,5,North,No,1.31,0.0,0.1,50,Male
O103864,C12610,P200683,Home,223.26,0.0,1,Credit Card,2025-01-09,4,North,No,223.26,7.5,55.01,50,Female
O103865,C16900,P242239,Electronics,229.38,0.0,1,Credit Card,2025-09-01,4,South,No,229.38,8.39,19.14,54,Male
O103866,C13986,P218394,Electronics,287.24,0.0,2,Debit Card,2025-04-12,8,East,No,392.75,8.7,60.24,19,Male
O103867,C11449,P246705,Fashion,29.3,0.0,1,Debit Card,2023-10-19,5,East,Yes,29.3,5.07,5.18,59,Female
O103868,C10546,P218966,Fashion,44.43,0.15,1,Credit Card,2025-03-06,6,East,No,37.77,4.39,8.83,25,Female
O103869,C17469,P226469,Toys,3.09,0.1,1,Credit Card,2024-05-01,6,West,Yes,2.78,1.7,-0.59,40,Female
O103870,C15017,P208505,Sports,57.63,0.05,1,Credit Card,2023-12-10,4,South,No,54.75,5.02,11.4,33,Male
O103871,C14676,P240211,Grocery,15.54,0.0,3,Debit Card,2024-03-11,3,Central,No,46.62,6.52,-2.79,62,Male
O103872,C15468,P205492,Beauty,71.3,0.1,2,UPI,2024-07-06,7,East,No,128.34,8.01,49.74,60,Female
O103873,C17999,P216827,Home,259.07,0.0,2,Debit Card,2024-09-04,4,Central,No,392.75,9.56,83.88,57,Other
O103874,C16052,P227492,Fashion,166.85,0.0,1,Credit Card,2023-11-25,4,West,No,166.85,7.81,50.59,42,Male
O103875,C12003,P203266,Beauty,40.27,0.2,1,Debit Card,2024-03-13,5,North,No,32.22,5.18,9.32,59,Female
O103876,C12096,P205909,Beauty,27.53,0.2,1,UPI,2024-09-11,4,West,No,22.02,4.3,5.61,41,Female
O103877,C17060,P212869,Home,82.47,0.05,1,Wallet,2024-02-14,5,East,No,78.35,5.03,16.91,46,Male
O103878,C17241,P239782,Grocery,2.73,0.0,1,Debit Card,2024-11-10,3,North,No,2.73,1.99,-1.77,59,Female
O103879,C10703,P221863,Beauty,10.07,0.15,2,Credit Card,2024-09-11,6,Central,No,17.12,4.67,3.03,34,Female
O103880,C16404,P244055,Toys,8.22,0.1,1,Debit Card,2024-01-17,6,East,No,7.4,5.2,-2.24,59,Male
O103881,C12403,P207819,Beauty,16.68,0.1,2,Wallet,2024-08-04,5,South,No,30.02,3.36,10.15,25,Male
O103882,C17749,P229136,Fashion,51.28,0.05,3,Debit Card,2025-08-31,5,West,No,146.15,8.53,42.62,27,Male
O103883,C11625,P214837,Sports,104.8,0.15,2,UPI,2025-08-06,5,North,No,178.16,8.84,44.61,66,Male
O103884,C13331,P247954,Fashion,34.89,0.0,1,PayPal,2024-12-11,4,West,No,34.89,5.47,6.74,43,Female
O103885,C14733,P210056,Beauty,10.87,0.0,1,Credit Card,2023-11-29,5,South,No,10.87,5.63,-0.74,69,Male
O103886,C16886,P200715,Home,17.66,0.05,1,Credit Card,2025-06-22,5,North,No,16.78,4.91,-0.21,24,Female
O103887,C17462,P217275,Electronics,310.35749999999996,0.0,1,Credit Card,2024-04-02,8,South,No,392.75,11.74,83.88,34,Female
O103888,C15105,P220191,Home,310.35749999999996,0.0,1,Credit Card,2024-05-25,5,East,No,379.47,7.97,83.88,33,Male
O103889,C12978,P216884,Fashion,14.93,0.2,1,Credit Card,2025-05-25,5,East,No,11.94,4.3,-0.12,47,Male
O103890,C14736,P245462,Electronics,310.35749999999996,0.15,3,Debit Card,2024-02-15,9,South,No,392.75,8.64,83.88,60,Female
O103891,C12839,P208894,Toys,8.89,0.0,1,PayPal,2025-08-09,7,East,No,8.89,3.25,0.31,22,Male
O103892,C13384,P218717,Home,38.47,0.15,3,Credit Card,2024-04-12,4,South,No,98.1,8.36,19.11,64,Female
O103893,C12659,P218578,Fashion,61.7,0.0,1,Wallet,2024-10-30,6,East,No,61.7,8.08,13.51,63,Female
O103894,C11861,P223321,Home,213.12,0.0,2,Debit Card,2024-11-15,5,West,No,392.75,9.17,83.88,23,Female
O103895,C12856,P242969,Sports,61.32,0.0,1,Debit Card,2023-11-12,5,Central,No,61.32,4.95,13.45,27,Female
O103896,C15301,P224959,Electronics,69.79,0.0,1,COD,2025-09-06,4,South,No,69.79,6.26,2.11,49,Female
O103897,C10685,P210515,Beauty,15.58,0.0,1,PayPal,2023-10-17,5,South,No,15.58,3.45,3.56,69,Female
O103898,C15947,P209077,Home,110.03,0.05,1,PayPal,2025-07-10,6,East,No,104.53,6.82,22.45,32,Male
O103899,C17531,P221443,Grocery,30.45,0.0,1,Wallet,2023-10-16,6,West,No,30.45,4.24,-1.8,39,Male
O103900,C14283,P210443,Beauty,29.2,0.0,1,COD,2024-07-04,3,North,No,29.2,4.05,9.09,25,Male
O103901,C17736,P237208,Electronics,310.35749999999996,0.1,4,Credit Card,2025-04-15,8,East,No,392.75,12.29,83.88,40,Female
O103902,C17710,P201783,Home,39.81,0.0,2,COD,2024-10-05,5,South,No,79.62,6.26,16.03,65,Female
O103903,C11619,P213113,Beauty,34.21,0.0,1,Debit Card,2025-03-26,5,North,No,34.21,7.0,8.39,24,Female
O103904,C15783,P205385,Electronics,276.46,0.0,2,UPI,2024-11-01,6,East,Yes,392.75,9.1,57.25,67,Male
O103905,C15080,P236885,Grocery,23.61,0.05,1,Credit Card,2023-12-26,6,West,No,22.43,3.26,-1.47,39,Female
O103906,C14643,P206982,Electronics,129.24,0.0,2,UPI,2023-11-10,8,East,Yes,258.48,8.81,22.21,31,Female
O103907,C16868,P235351,Electronics,285.08,0.0,1,Credit Card,2025-05-11,3,Central,No,285.08,8.85,25.36,61,Female
O103908,C17069,P242689,Electronics,126.39,0.0,1,COD,2025-08-08,5,Central,No,126.39,6.27,8.9,53,Male
O103909,C11431,P213407,Sports,43.11,0.0,2,Credit Card,2024-08-18,5,Central,No,86.22,5.92,19.95,18,Female
O103910,C10875,P215316,Home,245.03,0.0,4,Credit Card,2024-08-16,5,Central,No,392.75,8.35,83.88,28,Female
O103911,C14713,P246524,Electronics,310.35749999999996,0.05,1,PayPal,2024-04-17,4,North,No,392.75,10.11,38.72,19,Male
O103912,C12461,P224838,Toys,27.64,0.0,1,PayPal,2024-02-17,5,East,Yes,27.64,5.57,5.49,34,Female
O103913,C11365,P227207,Fashion,8.49,0.1,1,UPI,2023-11-02,4,West,No,7.64,4.98,-2.31,58,Male
O103914,C11243,P248116,Fashion,69.15,0.05,1,UPI,2024-04-04,5,South,No,65.69,5.32,17.67,18,Female
O103915,C14998,P228402,Electronics,269.73,0.05,3,COD,2024-07-01,5,East,No,392.75,9.33,82.92,35,Male
O103916,C10162,P202430,Grocery,9.09,0.0,1,Debit Card,2024-05-01,5,West,No,9.09,2.49,-1.76,68,Female
O103917,C11974,P239828,Sports,62.32,0.15,2,Debit Card,2024-12-03,3,Central,No,105.94,6.81,24.97,47,Male
O103918,C13291,P202936,Sports,197.73,0.0,2,Credit Card,2024-12-22,8,East,No,392.75,8.15,83.88,56,Female
O103919,C10269,P211864,Electronics,113.49,0.2,2,Wallet,2024-02-07,6,West,No,181.58,7.91,13.88,68,Male
O103920,C10631,P225115,Beauty,44.22,0.1,2,Debit Card,2023-12-07,4,West,No,79.6,6.67,29.15,52,Male
O103921,C10905,P209307,Beauty,67.57,0.0,1,Credit Card,2024-08-31,5,South,No,67.57,5.83,24.58,41,Male
O103922,C13471,P206709,Home,34.25,0.3,1,Credit Card,2025-02-08,3,North,No,23.98,5.28,1.43,50,Male
O103923,C13253,P229854,Fashion,310.35749999999996,0.0,1,Debit Card,2025-08-02,6,East,No,389.19,9.28,83.88,47,Male
O103924,C12014,P241843,Toys,93.65,0.1,3,Debit Card,2024-03-25,7,West,No,252.86,7.67,83.88,21,Male
O103925,C11641,P220707,Electronics,310.35749999999996,0.2,2,Debit Card,2024-04-06,5,South,No,392.75,8.29,61.9,43,Male
O103926,C17896,P239384,Beauty,10.66,0.0,1,PayPal,2025-05-26,6,Central,No,10.66,5.32,-0.52,27,Female
O103927,C10204,P235187,Home,83.93,0.05,3,Credit Card,2024-10-29,5,South,No,239.2,8.06,58.92,47,Female
O103928,C10581,P201399,Sports,28.37,0.05,2,Credit Card,2025-01-03,4,North,No,53.9,5.25,10.92,54,Female
O103929,C15675,P242536,Fashion,11.3,0.05,1,Debit Card,2025-04-06,4,Central,No,10.74,4.01,-0.25,28,Male
O103930,C10840,P224188,Fashion,64.86,0.0,3,Debit Card,2025-02-25,4,South,No,194.58,6.43,61.67,56,Male
O103931,C15932,P214245,Beauty,24.24,0.0,1,Credit Card,2025-08-22,3,Central,No,24.24,3.81,7.1,38,Female
O103932,C15347,P245746,Grocery,11.92,0.0,1,COD,2025-03-01,4,South,No,11.92,3.55,-2.6,25,Male
O103933,C11719,P223371,Grocery,4.75,0.0,1,UPI,2024-08-28,4,South,No,4.75,1.19,-0.81,37,Male
O103934,C15738,P247204,Fashion,18.16,0.0,1,PayPal,2024-12-13,3,Central,No,18.16,4.96,1.4,26,Male
O103935,C12643,P232286,Electronics,310.35749999999996,0.0,1,Debit Card,2023-10-04,5,South,No,392.75,11.11,83.88,50,Male
O103936,C12297,P221693,Beauty,27.28,0.0,1,PayPal,2025-03-16,6,South,No,27.28,3.92,8.36,66,Male
O103937,C10874,P234303,Home,235.38,0.0,2,Credit Card,2023-11-16,5,North,No,392.75,8.87,83.88,40,Male
O103938,C15560,P221137,Toys,11.35,0.0,5,Debit Card,2025-06-22,5,West,No,56.75,3.8,18.9,30,Male
O103939,C17700,P241049,Beauty,48.47,0.05,1,Credit Card,2024-02-29,3,North,No,46.05,5.58,15.14,66,Female
O103940,C16339,P215365,Home,178.73,0.15,2,Debit Card,2024-05-24,3,North,No,303.84,8.31,76.77,21,Other
O103941,C10689,P213450,Sports,52.38,0.0,1,COD,2024-02-07,6,East,No,52.38,8.28,7.43,26,Male
O103942,C14000,P204190,Electronics,310.35749999999996,0.1,1,Wallet,2024-10-19,5,South,No,392.75,9.63,40.16,20,Male
O103943,C16106,P242861,Sports,265.53,0.05,1,Credit Card,2023-12-08,5,East,No,252.25,7.55,68.12,36,Female
O103944,C17686,P243639,Home,41.66,0.0,1,Wallet,2025-08-24,4,West,No,41.66,6.47,5.19,34,Female
O103945,C13141,P223937,Toys,17.6,0.1,2,UPI,2024-03-08,5,South,No,31.68,5.19,7.48,56,Male
O103946,C16782,P207452,Electronics,310.35749999999996,0.1,1,Credit Card,2024-10-20,6,North,No,392.75,9.64,83.88,43,Male
O103947,C11422,P203960,Fashion,89.69,0.2,1,Debit Card,2024-06-13,7,East,No,71.75,6.77,18.34,26,Male
O103948,C16097,P239602,Grocery,13.75,0.2,2,PayPal,2025-09-08,6,North,No,22.0,5.88,-4.12,19,Female
O103949,C10671,P230185,Beauty,4.77,0.05,1,Debit Card,2025-06-07,8,East,No,4.53,1.87,0.17,43,Female
O103950,C17927,P210564,Grocery,7.87,0.15,1,Credit Card,2024-05-30,5,East,No,6.69,2.3,-1.76,31,Other
O103951,C17370,P247510,Sports,113.45,0.0,1,Credit Card,2023-12-23,6,West,No,113.45,5.86,28.17,56,Male
O103952,C11171,P205091,Grocery,7.94,0.0,1,Credit Card,2024-11-04,7,West,No,7.94,1.44,-0.8,42,Female
O103953,C15591,P249670,Fashion,292.01,0.0,1,UPI,2023-11-16,5,North,Yes,292.01,9.99,83.88,38,Female
O103954,C13726,P230519,Electronics,310.35749999999996,0.1,2,Credit Card,2025-05-13,4,West,Yes,392.75,10.69,83.88,20,Female
O103955,C10943,P203710,Toys,6.07,0.0,2,PayPal,2023-12-01,6,South,No,12.14,6.15,-1.29,60,Male
O103956,C16342,P249981,Toys,15.26,0.1,1,UPI,2025-01-02,4,West,No,13.73,5.64,-0.15,57,Male
O103957,C11449,P239395,Beauty,14.87,0.05,2,Debit Card,2023-12-20,5,North,No,28.25,4.19,8.52,56,Male
O103958,C13737,P207988,Beauty,25.07,0.15,1,PayPal,2024-06-26,3,Central,No,21.31,5.14,4.45,36,Female
O103959,C12539,P235754,Grocery,8.79,0.0,1,PayPal,2024-01-09,5,South,No,8.79,3.95,-3.25,26,Male
O103960,C13959,P228114,Electronics,138.3,0.05,1,Debit Card,2023-10-02,6,South,Yes,131.38,7.98,7.79,46,Male
O103961,C14991,P223074,Beauty,34.57,0.0,1,PayPal,2024-07-31,4,South,No,34.57,5.27,10.29,34,Female
O103962,C16285,P221198,Electronics,86.66,0.0,3,COD,2023-12-31,5,South,No,259.98,8.62,22.58,23,Female
O103963,C15432,P210509,Electronics,296.86,0.2,5,Credit Card,2025-03-14,6,South,No,392.75,9.78,83.88,33,Male
O103964,C14260,P225180,Home,58.89,0.0,1,PayPal,2025-08-02,5,South,No,58.89,4.31,12.18,47,Male
O103965,C12361,P248068,Toys,68.81,0.0,2,Credit Card,2025-04-14,4,South,No,137.62,7.58,47.47,31,Female
O103966,C16164,P245433,Sports,45.57,0.15,5,Credit Card,2025-07-15,3,North,Yes,193.67,8.6,49.5,26,Female
O103967,C15201,P216560,Grocery,6.49,0.0,2,PayPal,2025-01-01,4,West,No,12.98,4.99,-3.95,54,Other
O103968,C13652,P243281,Electronics,310.35749999999996,0.1,3,COD,2025-09-09,3,Central,No,392.75,9.68,83.88,68,Female
O103969,C17298,P242674,Home,28.11,0.05,3,Credit Card,2024-09-24,4,South,No,80.11,5.57,16.86,50,Female
O103970,C13670,P238938,Electronics,177.56,0.0,1,Credit Card,2023-09-30,5,Central,No,177.56,8.09,13.22,28,Female
O103971,C11753,P235391,Electronics,310.35749999999996,0.0,1,Credit Card,2025-02-27,5,South,No,392.75,10.56,41.87,69,Female
O103972,C17127,P228731,Fashion,6.54,0.05,1,Debit Card,2025-09-09,6,East,No,6.21,1.36,0.81,60,Male
O103973,C12352,P219162,Fashion,23.32,0.05,1,UPI,2024-01-12,3,Central,No,22.15,5.69,2.06,53,Male
O103974,C11938,P248344,Home,11.09,0.0,1,Debit Card,2024-11-17,4,West,No,11.09,2.26,0.85,52,Male
O103975,C10370,P225236,Electronics,102.91,0.0,1,Debit Card,2025-06-29,4,West,No,102.91,6.65,5.7,49,Female
O103976,C15976,P237133,Home,132.03,0.2,1,Credit Card,2024-11-15,5,South,No,105.62,7.05,22.52,65,Female
O103977,C14948,P211379,Grocery,9.03,0.0,1,Credit Card,2024-11-11,7,East,No,9.03,2.36,-1.64,49,Female
O103978,C14479,P204340,Sports,26.68,0.05,2,Debit Card,2024-04-02,4,North,No,50.69,4.97,10.24,64,Male
O103979,C11931,P204755,Toys,3.6,0.1,1,Wallet,2025-01-31,5,Central,No,3.24,0.17,1.13,27,Male
O103980,C16588,P248731,Toys,3.14,0.0,1,UPI,2024-05-11,4,North,No,3.14,0.89,0.37,57,Male
O103981,C10424,P241866,Home,21.75,0.0,3,PayPal,2025-04-10,6,West,No,65.25,5.57,12.7,52,Female
O103982,C16304,P248759,Sports,19.93,0.05,1,Debit Card,2025-05-12,4,Central,No,18.93,4.67,1.01,38,Female
O103983,C17345,P219905,Sports,18.88,0.05,1,Debit Card,2025-05-06,4,South,No,17.94,3.84,1.54,41,Female
O103984,C14724,P218259,Fashion,7.79,0.0,1,Credit Card,2025-04-10,7,South,No,7.79,3.8,-1.07,55,Female
O103985,C17875,P231255,Toys,25.48,0.0,1,Debit Card,2024-08-15,6,West,No,25.48,7.14,3.05,32,Male
O103986,C10894,P236726,Home,310.35749999999996,0.05,1,Credit Card,2025-05-08,3,Central,No,364.08,6.89,83.88,57,Male
O103987,C16633,P234904,Electronics,310.35749999999996,0.05,2,UPI,2025-06-18,5,East,No,392.75,10.29,83.88,36,Male
O103988,C17160,P243556,Sports,40.39,0.05,1,Debit Card,2025-08-08,4,North,No,38.37,4.84,6.67,34,Male
O103989,C16470,P241813,Sports,32.47,0.0,1,Credit Card,2024-07-23,5,South,No,32.47,4.91,4.83,66,Female
O103990,C10597,P231614,Beauty,4.2,0.0,1,Credit Card,2025-07-16,4,North,No,4.2,2.36,-0.47,60,Female
O103991,C13062,P200506,Fashion,13.34,0.05,3,Wallet,2025-03-31,5,South,No,38.02,4.47,8.84,58,Female
O103992,C12336,P208599,Home,120.44,0.0,1,Credit Card,2024-03-30,6,East,No,120.44,6.49,27.23,63,Female
O103993,C14688,P221774,Home,310.35749999999996,0.0,2,Credit Card,2023-10-19,4,South,No,392.75,10.49,83.88,23,Male
O103994,C11687,P208715,Grocery,26.8,0.15,1,Credit Card,2024-07-05,3,North,No,22.78,4.72,-2.9,26,Male
O103995,C17740,P221997,Toys,16.23,0.0,3,PayPal,2025-08-28,4,Central,No,48.69,6.08,13.4,48,Female
O103996,C10572,P235818,Toys,12.83,0.0,1,Wallet,2024-09-07,3,North,No,12.83,4.38,0.75,42,Male
O103997,C17521,P214783,Fashion,12.86,0.05,1,Credit Card,2023-12-14,3,North,Yes,12.22,3.2,1.08,52,Female
O103998,C16171,P231262,Fashion,31.66,0.15,1,UPI,2024-09-23,5,North,No,26.91,6.77,2.65,19,Female
O103999,C17097,P223476,Home,128.96,0.2,1,Debit Card,2025-06-29,4,North,No,103.17,6.89,22.0,32,Male
O104000,C12090,P202397,Home,129.16,0.1,1,Wallet,2023-09-27,4,South,No,116.24,6.03,26.52,62,Male
O104001,C15800,P240680,Electronics,310.35749999999996,0.05,4,Wallet,2024-11-07,5,West,No,392.75,11.37,83.88,37,Female
O104002,C16566,P227475,Beauty,45.57,0.15,1,Debit Card,2023-12-21,8,East,No,38.73,5.96,11.47,59,Male
O104003,C13669,P234077,Fashion,40.08,0.0,1,UPI,2024-10-20,3,North,No,40.08,5.78,8.25,45,Male
O104004,C14272,P239970,Beauty,18.69,0.0,1,Credit Card,2024-08-08,5,West,No,18.69,3.73,4.68,47,Male
O104005,C14624,P207700,Electronics,168.61,0.05,1,Debit Card,2025-04-20,5,West,No,160.18,7.42,11.8,21,Female
O104006,C11633,P204718,Fashion,14.77,0.0,1,Wallet,2024-06-28,6,East,No,14.77,2.6,2.57,51,Female
O104007,C15061,P227111,Toys,2.03,0.0,4,COD,2025-08-24,3,North,No,8.12,3.43,-0.18,45,Male
O104008,C11517,P238718,Home,61.19,0.0,1,Credit Card,2024-03-05,4,West,No,61.19,5.78,11.35,65,Female
O104009,C14293,P210233,Toys,21.72,0.05,1,UPI,2023-10-31,6,East,No,20.63,4.11,4.14,43,Male
O104010,C12657,P214171,Sports,90.48,0.15,3,COD,2024-01-24,5,East,Yes,230.72,9.73,59.49,38,Male
O104011,C13648,P210726,Toys,16.87,0.2,1,Debit Card,2025-08-07,5,South,No,13.5,4.66,0.74,57,Female
O104012,C16985,P226768,Electronics,310.35749999999996,0.05,1,Debit Card,2025-02-11,4,South,No,392.75,9.02,51.52,30,Male
O104013,C14948,P217139,Fashion,18.03,0.0,1,Credit Card,2024-12-31,5,West,No,18.03,3.25,3.06,61,Male
O104014,C13588,P200145,Beauty,30.8,0.0,1,Credit Card,2025-03-15,4,Central,No,30.8,5.19,8.67,53,Female
O104015,C11537,P244782,Grocery,13.3,0.0,1,Wallet,2024-11-07,4,North,No,13.3,4.53,-3.47,27,Female
O104016,C16165,P219958,Sports,50.71,0.05,2,UPI,2025-04-02,4,Central,No,96.35,6.76,22.14,44,Male
O104017,C17279,P226203,Home,42.47,0.0,1,Wallet,2024-03-30,4,South,No,42.47,5.05,6.84,47,Female
O104018,C15176,P221307,Electronics,310.35749999999996,0.1,1,Debit Card,2024-03-14,4,South,No,286.93,7.68,26.75,51,Male
O104019,C13137,P234626,Home,310.35749999999996,0.05,4,Credit Card,2025-09-03,3,Central,No,392.75,10.49,83.88,19,Male
O104020,C16985,P237490,Home,20.46,0.0,1,UPI,2024-11-02,6,Central,No,20.46,5.26,0.47,67,Male
O104021,C10097,P203598,Toys,62.13,0.0,1,Debit Card,2023-10-05,4,South,No,62.13,7.65,17.2,43,Male
O104022,C13215,P213583,Home,92.3,0.0,1,Credit Card,2024-07-29,5,West,No,92.3,6.39,19.45,62,Male
O104023,C15999,P247637,Fashion,65.87,0.1,1,COD,2024-11-23,8,West,No,59.28,6.34,14.41,35,Female
O104024,C14530,P217013,Electronics,310.35749999999996,0.0,1,Debit Card,2024-05-17,6,South,No,392.75,8.99,60.41,34,Female
O104025,C14732,P247984,Electronics,103.4,0.0,1,Credit Card,2025-07-27,7,West,No,103.4,7.43,4.98,35,Female
O104026,C13750,P244126,Home,16.06,0.0,1,Debit Card,2025-03-22,5,East,No,16.06,4.76,-0.26,48,Male
